Frecuency_Aportes;Frecuency_Rescates;Monetary_Aportes;Monetary_Rescates;Recency_Aportes;Recency_Rescates;Perfil_Movimientos;Perfil_Cliente;Sexo;Estado_Civil;Ingeniero;Region_Metropolitana;Porcentaje_Promedio;Edad;Antiguedad;Accionario;Corto;Rentsem;Rentmen;EEUU;Nacional;FugaBajaS;FugaBajaM;RescateBajaSem;RescateBajaMes;FugaCategorica;FugaNumerica;CLV;
0,197674419;0,041666667;0,658228186;0,721788413;0,453579628;0,143088442;0;0,5;1;0;0;1;0,219064952;0,464460536;0,844413013;0;1;0,358717051;0,432040366;0;1;0;0;0;0;F;1;11446,6585;15,62165521
0,093023256;0,072916667;0,814203831;0,820116357;0,592809397;0,401700041;0,673387097;0,25;0;0;1;1;0,298664979;0,269711558;0,831683168;0,419354839;0,129032258;0,435037665;0,519707279;0,064516129;0,306451613;0,285714286;0,142857143;0,428571429;0,285714286;N;0;1372,87222;1,873606735
0,093023256;0,041666667;0,769002048;0,746020963;0,64726943;0,401700041;0,505;0,5;0;1;1;1;0,033227737;0,269064283;0,832154644;0,26;0,06;0,387348714;0,469550226;0,1;0,72;0;0;0,5;0,5;N;0;87143,20035;118,9273734
0;0;0;0;1;1;0,5;0,5;0;1;0;1;0;0,645374004;0,827439887;0,428571429;0,285714286;0,359719313;0,429445954;0;1;0;0;0;0;N;0;64764,41572;88,38626329
0,174418605;0;0,68182475;0;0,64726943;1;0,533088235;0,5;0;1;1;1;0;0,265423359;0,824611033;0,352941176;0,102941176;0,42819217;0,516704937;0,044117647;0,647058824;0;0;0;0;N;0;35302,70145;48,17883139
0,104651163;0;0,795575936;0;0,759778914;1;0,745283019;0,75;0;0;0;1;0;0,245357822;0,83262612;0,660377358;0,169811321;0,231462402;0,522182886;0,509433962;0,339622642;0;0;0;0;N;0;571115,494;779,4212895
0;0;0;0;1;1;0,5625;0,25;0;0;0;1;0;0,133662365;0,82272513;0,375;0,125;0,444486823;0,447670736;0;1;0;0;0;0;N;0;603,3692395;0,823439104
0,174418605;0,135416667;0,823150256;0,808123533;0,680369442;0,769933403;0,389583333;0,5;0;1;1;1;0,116963563;0,242242809;0,880716643;0,133333333;0,241666667;0,411600631;0,434323472;0;0,85;0;0;0;0;N;0;203394,4095;277,5794645
0;0,041666667;0;0,804780356;1;0,667216396;0,743902439;1;1;1;0;1;0,102234573;0,749140337;0,821782178;0,682926829;0,195121951;0,424652664;0,412910106;0,341463415;0,365853659;0;0;0;0;N;0;51414,13375;70,16666655
0;0;0;0;1;1;0,875;0,5;0;0;1;1;0;0,294227113;0,821782178;0,666666667;0;0,353583561;0,379324311;0,166666667;0,333333333;0;0;0;0;N;0;2828,871215;3,860659488
0;0;0;0;1;1;1;0,5;0;1;1;1;0;0,604231563;0,818953324;1;0;0,346161112;0,408741471;0;0;0;0;0;0;N;0;34011,2894;46,4163962
0;0;0;0;1;1;0,916666667;0,5;0;1;0;0;0;0,413973057;0,818953324;0,666666667;0;0,265596326;0,552282118;0,333333333;0;0;0;0;0;N;0;1325,414758;1,808839877
0,430232558;0,1875;0,724156599;0,711472766;0,059387069;0,268214865;0,343237705;1;1;0;0;1;0,053546124;0,611796594;0,814238567;0,151639344;0,397540984;0,383788353;0,483525336;0,06557377;0,647540984;0;0;0,055555556;0;N;0;134291,6298;183,2724841
0,011627907;0;0,708939548;0;0,8169861;1;0,504901961;0,5;0;0;0;1;0;0,277762045;0,814238567;0,294117647;0,098039216;0,402158104;0,497748285;0,078431373;0,745098039;0;0;0;0;N;0;19098,10212;26,06384792
0,023255814;0;0,20813388;0;0,64726943;1;0,333333333;0,25;0;1;1;1;0;0,384157935;0,820839227;0;0,111111111;0,406645452;0,494580289;0;1;0;0;0;0;N;0;16261,95477;22,19325844
0,093023256;0;0,29760426;0;0,64726943;1;0,502475248;0,75;0;1;1;0;0;0,23168413;0,824611033;0,257425743;0;0,38397877;0,477401058;0,099009901;0,742574257;0;0;0;0;N;0;833327,2793;1137,270884
0,104651163;0;0,699843047;0;0,788856534;1;0,895833333;0,75;1;0;0;1;0;0,341963672;0,821782178;0,75;0;0,5682769;0,53097584;0;0,833333333;0;0;0;0;N;0;32094,65832;43,80070273
0,023255814;0,010416667;0,842675421;0,842960731;0;0,604175551;0,629032258;0,5;0;0;1;1;0,201686665;0,154011085;0,801037247;0,322580645;0,064516129;0,27982018;0,487124181;0,322580645;0,483870968;0;0;0;0;N;0;96337,77364;131,4755291
0,453488372;0,21875;0,605760518;0,636533145;0,2485397;0,715442208;0,841216216;0,5;0;0;1;1;0,058922678;0,104777701;0,811881188;0,668918919;0,074324324;0,386258437;0,501342625;0,277027027;0,216216216;0;0;0,285714286;0,047619048;N;0;8678,841771;11,84431891
0;0;0;0;1;1;1;0,5;1;0;1;1;0;0,149196974;0,877416313;1;0;0,553060681;0,235979236;0;0;0;0;0;0;F;1;20324,3948;27,73741244
0,011627907;0,010416667;0,336816318;0,800589479;0,64726943;0,901998163;0,519230769;0,75;0;0;0;1;0,075984495;0,095311299;0,799622819;0,358974359;0,179487179;0,416015435;0,461100128;0,179487179;0,820512821;0;0;0;0;N;0;104778,9419;142,9954867
0,058139535;0;0,842675421;0;0,743544379;1;0,421052632;0,5;0;1;1;1;0;0,333670456;0,796322489;0,263157895;0,263157895;0,346604834;0,476225225;0,210526316;0,684210526;0;0;0;0;N;0;202791,8115;276,7570779
0,011627907;0,03125;0,882933994;0,779920692;0,952030681;0,401700041;0,708333333;0,5;0;0;1;1;0,066546702;0,183664388;0,792079208;0,333333333;0,0625;0,315083825;0,538105863;0,145833333;0,458333333;0;0;0;0,666666667;N;0;70721,33324;96,51587697
0,034883721;0,15625;0,668684155;0,655842051;0,64726943;0,782739554;0,675438596;1;0;0;1;1;0,086614093;0,223633642;0,805280528;0,403508772;0;0,371959112;0,534553424;0,210526316;0,350877193;0;0;0,266666667;0,333333333;N;0;560,668755;0,76516426
0,058139535;0;0,828984472;0;0,64726943;1;0,883495146;0,75;0;1;1;1;0;0,361220114;0,789250354;0,757281553;0,019417476;0,461049107;0,551742313;0,300970874;0,145631068;0;0;0;0;F;1;224523,7926;306,4154726
0,011627907;0;0,341870014;0;0,64726943;1;0,652597403;0,5;0;0;0;1;0;0,140984668;0,818953324;0,337662338;0;0,379950667;0,497270006;0,272727273;0,571428571;0;0;0;0;N;0;139995,4883;191,0567392
0,372093023;0,125;0,770841232;0,821247465;0,76491859;0,495004679;0,638107417;0,5;0;0;1;1;0,059614261;0,182733929;0,789250354;0,383631714;0,038363171;0,438926969;0,497488167;0,163682864;0,445012788;0;0;0,166666667;0;N;0;64169,82555;87,57480528
0;0;0;0;1;1;0,807692308;0,5;1;1;1;1;0;0,246854646;0,782649694;0,538461538;0;0,365723294;0,539017486;0,153846154;0,307692308;0;0;0;0;N;0;166419,3559;227,1183156
0,023255814;0,010416667;0,164555482;0,668325834;0,64726943;0,981297812;0,552631579;0,5;0;0;1;0;0,073193514;0,636312149;0,782649694;0,157894737;0;0,359922986;0,517076752;0,052631579;0,421052632;0;0;0;0;N;0;11177,78709;15,25471698
0;0;0;0;1;1;0,473684211;0,5;0;1;1;1;0;0,201262187;1;0,421052632;0,473684211;0,468527113;0,374795285;0,105263158;0,684210526;0;0;0;0;N;0;81297,57921;110,9496498
0;0,041666667;0;0,610366514;1;0,810304838;0,760638298;1;0;0;0;1;0,015674775;0,149277883;0,777934936;0,638297872;0,063829787;0,41164192;0,528423506;0,20212766;0,29787234;0;0;0,5;0;N;0;18719,43832;25,54707219
0;0;0;0;1;1;0,6;0,5;0;0;1;1;0;0,226505927;0,772277228;0,4;0;0,429074883;0,462029466;0,2;0,8;0;0;0;0;N;0;1290,721016;1,761492114
0;0,020833333;0;0,761659858;1;0,752720689;0,576923077;0,5;1;0;0;1;0,346002531;0,458190056;0,773220179;0,384615385;0;0,426908751;0,469985319;0,230769231;0,769230769;1;0;1;0;N;0;930,5727405;1,269985166
0,011627907;0,03125;0,692230822;0,652457447;0,766603767;0,618417955;0,613636364;0,75;0;1;1;1;0,022450604;0,200817185;0,771805752;0,416083916;0,073426573;0,418889881;0,518819267;0,206293706;0,506993007;0;0;1;1;N;0;29319,6874;40,01360286
0;0;0;0;1;1;0,884615385;1;0;1;1;1;0;0,448440471;0,772277228;0,846153846;0;0,28299946;0,509654015;0,538461538;0,153846154;0;0;0;0;N;0;141864,2757;193,6071388
0,139534884;0;0,631990205;0;0,44578878;1;0,568181818;0,5;0;0;0;1;0;0,169262511;0,772277228;0,309090909;0,127272727;0,365461399;0,552470326;0,090909091;0,436363636;0;0;0;0;N;0;11119,04958;15,17455586
0,011627907;0;0,708939548;0;0,913021845;1;0,704545455;0,75;0;1;0;1;0;0,28690481;0,768505422;0,454545455;0;0,423559175;0,470139165;0,363636364;0,454545455;0;0;0;0;N;0;63028,99694;86,01787659
0;0;0;0;1;1;0,980769231;0,5;1;0;0;1;0;0,133945548;0,782649694;0,923076923;0;0,426875051;0,656965023;0,230769231;0;0;0;0;0;N;0;2433,907251;3,321638352
0,034883721;0,0625;0,989371899;0,92373641;0,534716583;0,369878256;0,132352941;0,25;0;1;0;1;0,239431752;0,582386019;0,776049033;0;0,588235294;0,389228535;0,472974459;0;1;0;0;0;0;N;0;501001,474;683,7342342
0;0;0;0;1;1;0,666666667;0,5;1;1;0;1;0;0,401310733;0,765676568;0,666666667;0,333333333;0,130688321;0,465427199;0,666666667;0,333333333;0;0;0;0;N;0;438,1736276;0,597990875
0;0;0;0;1;1;0,9;0,5;1;0;0;1;0;0,1154982;0,763319189;0,6;0;0,15737595;0,400219442;0,6;0;0;0;0;0;N;0;1686,111793;2,301095736
0,11627907;0;0,540485514;0;0,411303306;1;0,467391304;0,5;1;1;0;1;0;0,144585137;0,782649694;0,434782609;0,52173913;0,221891037;0,460360935;0,434782609;0,52173913;0;0;0;0;N;0;2863,260091;3,90759119
0,034883721;0,052083333;0,866225176;0,857203849;0,837019552;0,468331115;0,380434783;0,25;1;1;0;1;0,117996461;0,552368623;0,768033946;0,101449275;0,275362319;0,392842008;0,500750455;0,101449275;0,739130435;0;0;0,2;0,2;N;0;164680,7868;224,7456296
0;0;0;0;1;1;1;0,75;0;1;1;1;0;0,152109713;0,763319189;1;0;0,064990983;0,49415276;1;0;0;0;0;0;N;0;8536,245817;11,64971322
0,023255814;0,010416667;0,262629392;0,772738649;0,64726943;0,727957129;0,720588235;0,75;0;0;1;1;0,063362833;0,132205995;0,761433286;0,558823529;0;0,374369052;0,453497282;0,176470588;0,470588235;0;0;0;0;N;0;80205,48851;109,4592354
0,058139535;0,072916667;0,692230822;0,736594548;0,745412563;0,845207769;0,277777778;0,5;0;1;0;0;0,1120847;0,178162547;0,764733616;0,158730159;0,476190476;0,453391061;0,473929529;0,111111111;0,873015873;0;0;0;0;N;0;19083,06207;26,04332224
0,058139535;0;0,139271832;0;0,64726943;1;0,608490566;0,5;0;0;0;1;0;0,405113475;0,758132956;0,301886792;0;0,374506056;0,417719194;0,132075472;0,679245283;0;0;0;0;N;0;29471,40901;40,22066265
0,011627907;0;0,133736134;0;0,907159256;1;0,263157895;0,25;0;0;1;1;0;0,153849266;0,762376238;0;0,263157895;0,385986178;0,470001625;0;0,789473684;0;0;0;0;N;0;59405,8687;81,07326676
0;0,020833333;0;0,863668027;1;0,986568728;0,730769231;0,75;0;0;0;1;0,134405039;0,595736073;0,755304102;0,615384615;0,076923077;0,3399397;0,526499422;0,307692308;0,384615385;0;0;1;1;F;1;123006,8754;167,8717851
0,023255814;0;0,191425056;0;0,64726943;1;0,477272727;0,5;0;1;1;1;0;0,618269347;0,754832626;0,227272727;0,113636364;0,410079257;0,491256432;0,090909091;0,727272727;0;0;0;0;N;0;45324,4776;61,85589982
0,093023256;0;0,565338683;0;0,332241072;1;0,366666667;0,75;0;0;1;0;0;0,277236134;0,758604432;0;0,533333333;0,343823621;0,507987819;0;0,533333333;0;0;0;0;N;0;2559,105523;3,492500812
0,139534884;0,114583333;0,696879742;0,698817456;0,969707688;0,902867356;0,743902439;1;0;0;1;1;0,118844497;0,204781747;0,752475248;0,634146341;0,12195122;0,346596363;0,426569195;0,243902439;0,268292683;0;0;0;0;N;0;659,1607723;0,89957976
0;0;0;0;1;1;0,730769231;0,75;0;0;1;1;0;0,170840244;0,751532296;0,615384615;0,230769231;0,207148345;0,490786555;0,461538462;0,230769231;0;0;0;0;N;0;2743,793298;3,744550679
0,058139535;0;0,684087204;0;0,461087109;1;0,625;0,5;0;0;1;0;0;0,161940208;0,756247053;0,3;0,1;0,355404054;0,538205389;0,1;0,333333333;0;0;0;0;F;1;12969,50443;17,69993631
0;0,010416667;0;0,822325544;1;0,984826667;0,509615385;0,25;1;0;0;1;0,046739638;0,683886889;0,748703442;0,346153846;0,153846154;0,353254777;0,482922047;0,076923077;0,653846154;0;0;1;1;N;0;266353,3483;363,5017302
0;0;0;0;1;1;0,666666667;0;0;0;1;0;0;0,165500223;0,805280528;0,5;0;0,369039166;0,418083299;0,25;0,416666667;0;0;0;0;N;0;4268,143233;5,82488435
0,058139535;0;0,668681251;0;0,059387069;1;0,644067797;0,25;0;1;0;0;0;0,652008576;0,745403112;0,508474576;0,06779661;0,293818977;0,483741739;0,322033898;0,474576271;0;0;0;0;N;0;5414,25618;7,389024775
0;0,010416667;0;0,720255843;1;0,935678043;0,909090909;0,5;0;1;1;1;0,087097547;0,34075003;0,743517209;0,909090909;0,090909091;0,288925628;0,410259469;0,363636364;0,090909091;0;0;1;0;N;0;21840,10687;29,80595771
0,162790698;0,09375;0,695979251;0,698980978;0,268214865;0,987146164;0,770833333;0,5;0;0;0;0;0;0,175573446;0,750117869;0,633333333;0,116666667;0,341114212;0,539648537;0,166666667;0,266666667;0,111111111;0,111111111;0,666666667;0,666666667;N;0;42569,50589;58,09609357
0;0;0;0;1;1;0,75;0,25;0;1;0;1;0;0,213439055;0,764733616;0,666666667;0,166666667;0,4472519;0,645311041;0,333333333;0,333333333;0;0;0;0;N;0;581,1963938;0,793179046
0,11627907;0,1875;0,788432128;0,727388186;0,453579628;0,453579628;0,274390244;0;1;1;1;1;0,027442195;0,215744974;0,736916549;0,085365854;0,426829268;0,395540667;0,530184626;0,036585366;0,792682927;0;0;0;0;N;0;107303,5163;146,4408617
0;0;0;0;1;1;1;0,25;0;1;0;1;0;0,359966018;0,735973597;1;0;0,040844113;0,476763385;1;0;0;0;0;0;N;0;406,4878961;0,554748249
0,023255814;0,083333333;0,275082503;0,711636798;0,64726943;0,935678043;0,375;0,5;0;0;0;1;0,027938125;0,152797443;0,735973597;0;0;0,413105481;0,500579442;0;1;0;0;0;0;N;0;54400,96616;74,24290121
0,023255814;0;0,866225176;0;0,105451258;1;0,814935065;1;0;1;1;1;0;0,544115862;0,834040547;0,714285714;0;0,346574327;0,454428442;0,220779221;0,350649351;0;0;0;0;N;0;1190708,633;1625,001717
0,011627907;0,020833333;0,588165818;0,60632379;0,711096089;0,756279966;1;0,75;0;0;0;0;0,049546818;0,14418059;0,731730316;0,878787879;0;0,325729543;0,507486628;0,272727273;0;0;0;1;0;N;0;6117,683485;8,349016619
0,046511628;0,791666667;0,317589663;0,71319895;0,64726943;0,391628141;0,445355191;0,25;0;0;1;1;0,005750102;0,324810874;0,754832626;0,180327869;0,114754098;0,378480357;0,506830459;0,142076503;0,775956284;0;0;0,197368421;0,210526316;N;0;218496,1665;298,1893604
0;0;0;0;1;1;0,555555556;1;0;1;0;1;0;0,7355071;0,735502122;0,388888889;0,166666667;0,349301215;0,558089042;0,111111111;0,5;0;0;0;0;N;0;56849,40535;77,58437181
0;0;0;0;1;1;0,25;0,75;0;0;1;0;0;0,200210364;0,753418199;0;0;0,372183004;0,443050168;0;1;0;0;0;0;N;0;4064,878961;5,547482488
0,011627907;0,020833333;0,790183179;0,748216822;0,931190193;0,968448947;0,972222222;0,5;0;0;0;1;0,923941469;0,216877705;0,719000471;0,888888889;0;0,247119905;0,422499179;0,444444444;0;0,5;1;0,5;1;N;0;10528,78851;14,36900593
0,011627907;0;0,397428964;0;0,64726943;1;0,608695652;0;1;1;0;1;0;0,463327805;0,725129656;0,47826087;0,086956522;0,355474111;0,532244705;0,173913043;0,608695652;0;0;0;0;N;0;203271,8128;277,4121524
0,011627907;0;0,328707623;0;0,64726943;1;0,45;0,75;0;1;1;1;0;0,171123427;0,709099481;0,2;0,1;0,328578044;0,524877549;0,1;0,7;0;0;0;0;N;0;156503,6528;213,5860087
0,058139535;0,135416667;0,971061394;0,821658092;0,768275298;0,437692331;0,210526316;0,5;0;1;0;1;0,045316472;0,693393746;0,708628006;0,026315789;0,342105263;0,37909759;0,5064587;0,026315789;0,868421053;0;0;0;0;N;0;1786514,303;2438,118553
0;0;0;0;1;1;0,918604651;0,5;0;0;0;0;0;0,302439419;0,758604432;0,697674419;0,023255814;0,364038502;0,495188829;0,139534884;0,023255814;0;0;0;0;N;0;1427,62614;1,948331325
0;0;0;0;1;1;1;0,5;0;0;1;1;0;0,277559772;0,719000471;1;0;0,33511857;0,73798803;0;0;0;0;0;0;N;0;406,4878961;0,554748249
0,209302326;0,177083333;0,824607457;0,822630824;0,64726943;0,544788482;0,434357542;0,5;0;1;0;0;0,106892333;0,453780493;0,702498821;0,229050279;0,167597765;0,375539346;0,521844932;0,139664804;0,715083799;0;0,058823529;0,058823529;0,117647059;N;0;12648,17575;17,26140782
0;0;0;0;1;1;1;0,75;0;0;1;0;0;0,518346211;0,702498821;1;0;0,040844113;0,476763385;1;0;0;0;0;0;N;0;406,4878961;0,554748249
0,139534884;0,0625;0,688950106;0,742453952;0,64726943;0,391628141;0,588815789;0,5;0;1;1;1;0,009714304;0,561915935;0,702970297;0,328947368;0,019736842;0,387227311;0,507364878;0,151315789;0,578947368;0;0;0;0;N;0;332425,4559;453,6726463
0;0;0;0;1;1;0,75;0,5;0;0;1;1;0;0,24491282;0,758604432;0,4;0;0,509637719;0,616778825;0;0;0;0;0;0;N;0;2032,43948;2,773741244
0,151162791;0,15625;0,646720127;0,748063105;0,853083552;0,672578594;0,666313559;0,5;0;1;0;0;0,024368895;0,539787208;0,702027346;0,508474576;0,144067797;0,34632388;0,504419525;0,254237288;0,360169492;0;0;0,533333333;0,333333333;N;0;100332,2692;136,926957
0,290697674;0,145833333;0,685014828;0,758124868;0,20247551;0,889428795;0,665625;0,5;0;0;1;1;0,123246719;0,239451434;0,702027346;0,4375;0,1625;0,371402749;0,549373535;0,258333333;0,283333333;0;0;0;0;N;0;48051,13744;65,57706786
0,011627907;0,052083333;0,365634495;0,8775507;0,64726943;0,758036853;0,330357143;0,25;0;0;1;1;0,204680547;0,418746713;0,700612918;0,107142857;0,178571429;0,344158392;0,48556599;0,107142857;0,892857143;0;0;0;0,2;N;0;396,3460231;0,54090728
0,011627907;0,041666667;0,825966607;0,751301933;0,974667278;0,955420461;0,269230769;0,5;0;0;0;0;0,169774296;0,1154982;0,700141443;0,269230769;0,730769231;0,501176441;0,665263605;0;0,730769231;0;0;0,25;0,25;N;0;6352,694462;8,669744319
0,023255814;0,072916667;0,588165818;0,657651412;0,778029852;0,880924632;0,909090909;0,75;0;1;1;0;0,181599521;0,524657146;0,715700141;0,757575758;0;0,414710878;0,581380294;0,272727273;0;0;0;0,285714286;0;F;1;1124,487791;1,534627818
0;0;0;0;1;1;0,465909091;1;1;0;0;1;0;0,097900401;0,696841113;0;0;0,383520308;0,443247505;0;0,954545455;0;0;0;0;N;0;4089,288559;5,58079512
0;0;0;0;1;1;1;0,25;0;0;0;1;0;0,267203366;0,709099481;1;0;0,957626313;0,950962733;0;0;0;0;0;0;N;0;945,2672779;1,290039315
0,081395349;0;0,825410794;0;0;1;0,619565217;1;1;0;0;1;0;0,216554068;0,695898161;0,362318841;0,101449275;0,417863577;0,495422841;0,15942029;0,47826087;0;0;0;0;N;0;180504,3241;246,3405643
0;0;0;0;1;1;1;0,5;0;1;1;1;0;0,66276953;0,700141443;1;0;0,877475297;0,999518557;0;0;0;0;0;0;N;0;1726,537014;2,356265449
0;0;0;0;1;1;0,529069767;0,5;0;0;0;0;0;0,448359561;0,696369637;0,186046512;0,069767442;0,382841976;0,517703103;0,046511628;0,465116279;0;0;0;0;N;0;113766,6535;155,2613311
0;0;0;0;1;1;0,25;0,5;1;0;0;1;0;0,060843885;0,695426686;0;0;0,37532479;0,440205305;0;1;0;0;0;0;N;0;406,4878961;0,554748249
0;0;0;0;1;1;1;0,75;0;0;1;1;0;0,167563413;0,693540783;1;0;0,198009482;0,607689243;0,4375;0;0;0;0;0;N;0;533,2104977;0,727691015
0,069767442;0;0,738608568;0;0,98070376;1;0,109375;0,5;0;0;1;0;0;0,278732958;0,694012258;0,0625;0,75;0,36087874;0,450147978;0;0,9375;0;0;0;0;N;0;44713,66857;61,02230737
0;0;0;0;1;1;0,625;0,5;0;0;0;1;0;0,286945265;0,690711928;0,375;0,1875;0,340779539;0,455867388;0,25;0,3125;0;0;0;0;N;0;3245,399362;4,429110018
0,058139535;0,0625;0,655721026;0,560715524;0,985989673;0,936416623;0,525;0,5;0;1;1;1;0,001269891;0,18609167;0,690240453;0,333333333;0,183333333;0,365838473;0,556125208;0,1;0,483333333;0;0;0;0;N;0;117657,4134;160,5711872
0,081395349;0,03125;0,803485588;0,812281256;0,771578296;0,143088442;0,362676056;0,5;0;0;1;1;0,10679259;0,205469477;0,689768977;0,056338028;0,23943662;0,429919148;0,527403842;0;0,647887324;0;0;0;0;N;0;60638,23838;82,75512476
0,081395349;0;0,71485126;0;0,286176883;1;1;0,75;0;0;1;1;0;0,240988713;0,685997171;0,974683544;0;0,484469667;0,588888756;0,341772152;0;0;0;0;0;N;0;61225,67437;83,55681919
0;0;0;0;1;1;1;0,5;0;0;0;1;0;0,744366682;0,685997171;1;0;0,089137852;0,511542135;1;0;0;0;0;0;N;0;1048,840394;1,431389169
0;0,052083333;0;0,633270834;1;0,819599211;0,916666667;1;0;0;1;1;0,177082163;0,169545694;0,684111268;0,833333333;0;0,27951198;0,482998982;0,166666667;0;0,2;0;0,2;0;N;0;426,304181;0,581792226
0,058139535;0;0,766628288;0;0,771578296;1;0,401515152;0,25;0;0;0;0;0;0,224685465;0,702027346;0;0,378787879;0,383421988;0,46064404;0;0,545454545;0;0;0;0;F;1;114091,4374;155,704575
0,023255814;0,0625;0,701183971;0,760344697;0,81829679;0,369878256;0,947580645;0,75;1;1;0;0;0,130884242;0,367854687;0,683639793;0,935483871;0,016129032;0,344256342;0,506342888;0,338709677;0,096774194;0;0;0,333333333;0,333333333;N;0;7521,082946;10,26428495
0;0,041666667;0;0,84476726;1;0,488652393;0,866666667;0;0;0;0;1;0,192319746;0,37088879;0,682225365;0,6;0;0,169597249;0,500758863;0,4;0;0,25;0;0,25;0;F;1;16587,28736;22,6372512
0,058139535;0;0,708949421;0;0,907159256;1;0,452380952;0,5;1;1;0;1;0;0,159067923;0,684111268;0,19047619;0,19047619;0,3429605;0,484754999;0,19047619;0,619047619;0;0;0;0;N;0;204413,0479;278,9696358
0;0;0;0;1;1;0,833333333;0,25;0;1;1;0;0;0,381245196;0,682696841;0,666666667;0;0,463530483;0,64047709;0,333333333;0,333333333;0;0;0;0;N;0;2816,574956;3,843878353
0,093023256;0,041666667;0,805250635;0,845617167;0,507151299;0,787344198;0,51108871;0,25;0;1;1;0;0,051985051;0,318742668;0,679867987;0,129032258;0,096774194;0,389910308;0,498749031;0,100806452;0,52016129;0;0;0;0;N;0;416416,0581;568,2975587
0;0,072916667;0;0,72216239;1;0,317998668;0,360294118;0,25;1;0;0;0;0,124283671;0,198147174;0,680339463;0,058823529;0,176470588;0,364080937;0,502675846;0,058823529;0,882352941;0;0;0;0;F;1;3281,678407;4,4786213
0,058139535;0,010416667;0,670525334;0,677996291;0,711096089;0,381039513;0,791666667;0,25;0;1;1;1;0,174372568;0,20154537;0,679867987;0,75;0,083333333;0,554897865;0,652179463;0,333333333;0,25;0;0;0;0;F;1;4121,868564;5,625258192
0,046511628;0;0,692230822;0;0,964626005;1;0,458333333;0,5;0;1;1;1;0;0,259800154;0,688826025;0,208333333;0,125;0,358586109;0,486782212;0,166666667;0,625;0;0;0;0;N;0;8211,360366;11,20633069
0,011627907;0,21875;0,171015563;0,693677447;0,64726943;0,544788482;0,565450644;0,5;0;1;0;1;0,02179714;0,633884866;0,677039132;0,330472103;0,021459227;0,37049978;0,517611292;0,145922747;0,60944206;0;0;0,571428571;0,619047619;F;1;37038,20152;50,54732903
0;0;0;0;1;1;0,567073171;0,5;1;0;0;1;0;0,19037987;0,676567657;0,341463415;0,317073171;0,441960325;0,455235888;0,170731707;0,487804878;0;0;0;0;N;0;415758,4826;567,4001425
0,011627907;0;0,866225176;0;0,839392371;1;0,7125;0,75;0;1;1;1;0;0,195113071;0,689297501;0,65;0,1;0,39775162;0,463550194;0,1;0,6;0;0;0;0;N;0;280416,3458;382,6939948
0;0;0;0;1;1;0,863636364;0,5;0;0;0;1;0;0,252032849;0,676096181;0,727272727;0;0,346474365;0,471726499;0,181818182;0,272727273;0;0;0;0;N;0;571,7252258;0,780253412
0,034883721;0;0,139271832;0;0,64726943;1;0,471153846;0,5;0;0;1;1;0;0,121890044;0,686940123;0,153846154;0,038461538;0,384332794;0,511757815;0,115384615;0,730769231;0;0;0;0;N;0;12195,24661;16,64327959
0,034883721;0,083333333;0,802416862;0,838166277;0,731965663;0,803400081;0,810344828;0,25;1;0;0;1;0,03136028;0,77604272;0,674210278;0,689655172;0;0,345809489;0,538787171;0,275862069;0,137931034;0;0;0,5;0,125;N;0;476008,9518;649,6260651
0;0,072916667;0;0,787812143;1;0,604175551;0,559859155;0,5;0;0;1;1;0,020771881;0,215097698;0,670438472;0,323943662;0,070422535;0,358160454;0,501350307;0,183098592;0,61971831;0;0;0,285714286;0;N;0;303045,2831;413,5764969
0;0;0;0;1;1;1;0,5;0;0;0;1;0;0,157854282;0,670909948;1;0;0,426724325;0,667276304;0,555555556;0;0;0;0;0;F;1;836,755334;1,14194927
0,069767442;0,03125;0,782251458;0,791285282;0,752720689;0,963981907;0,448863636;0,25;0;0;0;1;0,108412049;0,077592136;0,669495521;0,068181818;0,204545455;0,377252488;0,496466243;0,068181818;0,5;0;0;0;0;N;0;33413,75219;45,60091627
0,011627907;0;0,708939548;0;0,986568728;1;0,761904762;0,5;0;0;0;1;0;0,596868805;0,670909948;0,69047619;0,095238095;0,308206322;0,516258994;0,595238095;0,285714286;0;0;0;0;N;0;210357,4862;287,0822187
0,023255814;0,03125;0,71447522;0,668402453;0,93043264;0,923486575;0,563888889;0,5;0;1;1;1;0,013870966;0,196124439;0,669495521;0,255555556;0,066666667;0,372802706;0,500077839;0,111111111;0,5;0;0;0,333333333;0,333333333;N;0;64853,0504;88,50722614
0,104651163;0,010416667;0,57015154;0,621110371;0,105451258;0,844057722;0,679487179;0,5;0;0;0;1;0,111642857;0,130668716;0,662894861;0,564102564;0,282051282;0,383028781;0,522172287;0,102564103;0,282051282;0;0;0;0;N;0;5366,961314;7,324479816
0,011627907;0;0,22721368;0;0,64726943;1;0,519230769;0,5;0;0;0;1;0;0,386666127;0,686468647;0,230769231;0;0,376874392;0,451243732;0,153846154;0,769230769;0;0;0;0;N;0;28422,46699;38,78913479
0,034883721;0,052083333;0,83547446;0,841289628;0,64726943;0,302700338;0,471428571;0,5;0;1;0;1;0,179867565;0,561996845;0,664309288;0,285714286;0,314285714;0,313613558;0,458611353;0,142857143;0,542857143;0;0;0,2;0,2;N;0;8993,199186;12,27333347
0,279069767;0,125;0,79409676;0,835791928;0,507151299;0,401700041;0,542735043;0,5;0;0;1;1;0,100047688;0,411828957;0,661008958;0,358974359;0,316239316;0,39361888;0,521059576;0,145299145;0,461538462;0;0;0;0;N;0;182309,7807;248,8045341
