Frecuency_Aportes;Frecuency_Rescates;Monetary_Aportes;Monetary_Rescates;Recency_Aportes;Recency_Rescates;Perfil_Movimientos;Perfil_Cliente;Sexo;Estado_Civil;Ingeniero;Region_Metropolitana;Porcentaje_Promedio;Edad;Antiguedad;Accionario;Corto;Rentsem;Rentmen;EEUU;Nacional;FugaBajaS;FugaBajaM;RescateBajaSem;RescateBajaMes;FugaCategorica;FugaNumerica;CLV;
0;0,020833333;0;0,839410196;1;0,782739554;1;0,5;0;0;1;0;0,334206343;0,324568146;0,548797737;1;0;0,290373465;0,393742269;0,461538462;0;0;0;0;0;N;0;1009,451717;1,377634064
0,523255814;0,052083333;0,721178922;0,703959749;0,544788482;0,803400081;0,647928994;1;0;1;1;1;0,003700139;0,25057648;0,505893446;0,402366864;0,023668639;0,32757352;0,497503902;0,147928994;0,414201183;0;0;0;0;N;0;581685,7239;793,8468521
0,11627907;0;0,622303943;0;0,453579628;1;0,321428571;0,25;0;1;0;1;0;0,251385574;0,504950495;0,142857143;0,5;0,383744119;0,386430987;0;0,642857143;0;0;0;0;N;0;10975,17319;14,97820272
0,081395349;0,020833333;0,895894362;0,935027966;0,358078874;0,618417955;1;0,75;0;0;1;1;0,455138808;0,139690117;0,504950495;1;0;0,500641212;0,508099298;0,333333333;0;1;0,5;1;0,5;N;0;301976,1589;412,1174258
0;0;0;0;1;1;1;0,5;0;0;1;1;0;0,123305959;0,504950495;1;0;0,234300025;0,639738279;0,333333333;0;0;0;0;0;N;0;2540,54935;3,467176555
0;0,166666667;0;0,657729198;1;0,85197667;0,803921569;0,5;0;0;1;1;0,068203413;0,155548364;0,504950495;0,607843137;0;0,390419288;0,466619144;0,274509804;0,196078431;0,0625;0,125;0,5;0,5;N;0;1428,195223;1,949107972
0;0,03125;0;0,632618251;1;0,924270003;0,89375;0,75;0;0;1;0;0,123937564;0,169788422;0,504007544;0,75;0;0,445953191;0,609896837;0,3;0,175;0;0;0,333333333;0;F;1;1921,813799;2,622766508
0,023255814;0;0,287838723;0;0,64726943;1;0,526315789;0,5;0;1;1;1;0;0,139366479;0,504007544;0,315789474;0;0,333831122;0,514112618;0,157894737;0,526315789;0;0;0;0;N;0;81303,31069;110,9574717
0,023255814;0;0,855639828;0;0,64726943;1;0,290322581;0,5;0;0;1;1;0;0,211375865;0,505421971;0,129032258;0,451612903;0,361761846;0,479777676;0,064516129;0,709677419;0;0;0;0;N;0;203251,0006;277,3837493
0,023255814;0,010416667;0,191425056;0,877516955;0,64726943;0,840568631;0,46875;0,5;0;0;0;1;0,391987428;0,356689186;0,507307874;0,25;0,1875;0,356289228;0,452929616;0,0625;0,5625;0;0;0;0;N;0;14804,28917;20,20393122
0,069767442;0,020833333;0,673329977;0,761754963;0,302700338;0,931190193;0,533333333;0,25;1;1;0;1;0,370231191;0,182531656;0,534653465;0,4;0,066666667;0,263949676;0,368978149;0,266666667;0,6;0;0;0;0;N;0;12736,83076;17,38239842
0;0,114583333;0;0,813812803;1;0,867987248;0,6875;0,5;1;0;0;1;0,074987466;0,162182936;0,507307874;0,34375;0;0,334990355;0,459972023;0,15625;0,40625;0;0;0,363636364;0,363636364;N;0;44315,81854;60,47934752
0,011627907;0,083333333;0,895894362;0,851035454;0,962687652;0,733941113;0,64;0,5;0;0;1;1;0,040846049;0,449370929;0,501650165;0,386666667;0,08;0,357752408;0,523242231;0,213333333;0,48;0;0;0;0;F;1;342778,1538;467,8013353
0;0,104166667;0;0,737438638;1;0,98306978;0,5;0,5;1;1;1;0;0,151621916;0,228366843;0,501178689;0,32;0,2;0,348485326;0,528039005;0,08;0,44;0;0;0,4;0,4;N;0;753,6488837;1,028530991
0,023255814;0;0,316601029;0;0,64726943;1;0,56122449;0,5;1;1;0;0;0;0,518993487;0,504007544;0,346938776;0,12244898;0,334340016;0,519061019;0,102040816;0,448979592;0;0;0;0;N;0;436983,8985;596,3672099
0,209302326;0;0,578650411;0;0,391628141;1;0,154761905;0,5;0;1;1;1;0;0,552125895;0,508250825;0,047619048;0,714285714;0,357332067;0,463403319;0,047619048;0,857142857;0;0;0;0;N;0;8170,406711;11,1504398
0,093023256;0;0,76689656;0;0,715442208;1;0,53125;0,25;0;1;0;0;0;0,416643068;0,508722301;0,390625;0,25;0,327182244;0,537343398;0,203125;0,484375;0;0;0;0;F;1;89272,48557;121,8332834
0;0;0;0;1;1;0,6;0,25;0;1;0;1;0;0,72778025;0,498349835;0,2;0;0,323830108;0,501739235;0,2;0,7;0;0;0;0;F;1;30486,5922;41,60611866
0;0,072916667;0;0,830845874;1;0,143088442;0,685897436;0,5;0;0;1;1;0,091871039;0,429507666;0,498349835;0,384615385;0,064102564;0,317799409;0,440489638;0,102564103;0,256410256;0;0;0,142857143;0,142857143;N;0;58104,41641;79,29712929
0,174418605;0;0,778870554;0;0,105451258;1;0,462264151;0,75;0;0;1;1;0;0,220923177;0,498821311;0,264150943;0,188679245;0,395837763;0,490607062;0,037735849;0,603773585;0;0;0;0;N;0;614825,0561;839,0732578
0;0,041666667;0;0,833018403;1;0,512966697;0,481481481;0,5;0;0;0;1;0,103334796;0,377725636;0,499292786;0,222222222;0,333333333;0,30051195;0,462165441;0,222222222;0,555555556;0;0;0;0;N;0;79628,80413;108,672214
0,151162791;0,15625;0,725368476;0,660767711;0,143088442;0,727957129;0,725;0,5;0;0;1;0;0,035496664;0,403616651;0,497406884;0,45;0,12;0,366543304;0,500913153;0,1;0,27;0;0;0,666666667;0,8;N;0;54417,89638;74,26600647
0,11627907;0,083333333;0,816372285;0,829300736;0,985408989;0,86066987;0,553571429;0,5;0;1;1;1;0,069686772;0,372385614;0,497406884;0,285714286;0,142857143;0,350898731;0,521658481;0,095238095;0,5;0;0;0,25;0,625;N;0;194828,8356;265,8897261
0;0;0;0;1;1;0,5;0,25;1;0;1;1;0;0,410979409;0,650636492;0;0;0,364535634;0,444728646;0;0;0;0;0;0;N;0;4064,878961;5,547482488
0;0;0;0;1;1;0,890625;0,5;1;0;0;1;0;0,524373963;0,495992456;0,8125;0;0,24875487;0,492941471;0,5625;0,0625;0;0;0;0;N;0;71573,67738;97,67910084
0;0;0;0;1;1;0,902439024;0,25;1;0;1;0;0;0,272462478;0,498349835;0,707317073;0;0,420987304;0,491840512;0,146341463;0,12195122;0;0;0;0;N;0;2021,01717;2,758152818
0;0;0;0;1;1;0,636363636;0,5;0;0;0;0;0;0,171002063;0,495992456;0,363636364;0,090909091;0,370498698;0,540298418;0;0,272727273;0;0;0;0;N;0;6040,349162;8,243475765
0,011627907;0;0,588165818;0;0,539813953;1;1;0,5;0;0;0;1;0;0,135644646;0,697312588;0;0;0,378496336;0,396442372;0;0;0;0;0;0;N;0;1524,32961;2,080305933
0;0;0;0;1;1;0,611111111;0,5;0;0;0;0;0;0,171568429;0,502121641;0,222222222;0;0,342518345;0,505214183;0,111111111;0,666666667;0;0;0;0;N;0;20324,3948;27,73741244
0,011627907;0;0,575206028;0;0,954746943;1;1;0,75;1;0;0;1;0;0,186334399;0;1;0;0,503338891;0;0;0;0;0;0;0;N;0;812,9757921;1,109496498
0;0;0;0;1;1;1;0,75;0;0;0;1;0;0,165176585;0,495992456;1;0;0,178899319;0,321440887;0,666666667;0;0;0;0;0;F;1;1625,951584;2,218992995
0,034883721;0,010416667;0,802416862;0,861435666;0,797705017;0,563568058;0,836206897;0,5;0;1;0;0;0,376024074;0,410938954;0,492220651;0,75862069;0,068965517;0,407512546;0,52782733;0,206896552;0,24137931;0;0;0;0;N;0;10175,85539;13,88734576
0;0,020833333;0;0,703181974;1;0,929672296;0,5;0;0;0;0;1;0,276696046;0,251466483;0,492220651;0,142857143;0,285714286;0,363824737;0,488269416;0;0,571428571;0;0;0;0;N;0;560,973621;0,765580321
0,11627907;0;0,65572393;0;0,64726943;1;0,616666667;0,5;0;0;0;1;0;0,216432704;0,492692126;0,4;0,066666667;0,369209088;0,456714339;0,133333333;0,533333333;0;0;0;0;F;1;14338,55567;19,56832841
0;0;0;0;1;1;0,75255102;0,5;1;0;0;0;0;0,382175654;0,502121641;0,591836735;0,102040816;0,337753949;0,539396481;0,255102041;0,214285714;0;0;0;0;N;0;5412,955419;7,38724958
0;0;0;0;1;1;0,771428571;0,75;0;0;1;1;0;0,1288078;0,498821311;0,542857143;0;0,334585618;0,483979415;0,228571429;0,342857143;0;0;0;0;N;0;420,1052406;0,573332315
0,011627907;0,0625;0,279966123;0,806915204;0,64726943;0,576610267;0,576388889;0,5;0;1;0;0;0,04031481;0,74177758;0,490806223;0,194444444;0;0,370558914;0,510168552;0,083333333;0,638888889;0;0;1;1;N;0;188977,7269;257,9045134
0,011627907;0,020833333;0,575206028;0,620729425;0,945785173;0,747263992;0,602459016;0,5;0;0;0;1;0,228808438;0,055422954;0,488920321;0,5;0,303278689;0,360545119;0,504409289;0,147540984;0,426229508;0;0;0;0;N;0;482,724701;0,658791283
0,244186047;0,041666667;0,658081983;0,691977747;0,63809312;0,534716583;0,863095238;0,5;0;0;0;0;0,068187609;0,164691128;0,488920321;0,80952381;0,047619048;0,553180365;0,552450921;0,142857143;0,214285714;0;0;0;0,25;N;0;25033,59773;34,16422638
0;0,052083333;0;0,597391251;1;0,934936811;0,283333333;0;1;0;0;1;0,027517136;0,150410615;0,487977369;0;0,4;0,383582149;0,465165428;0;1;0;0;0;0,4;N;0;8536,245817;11,64971322
0;0;0;0;1;1;0,575;0,5;0;1;1;1;0;0,241514624;0,489391796;0,5;0,4;0,49453206;0,539432165;0;0,4;0;0;0;0;N;0;128037,3664;174,737072
0;0;0;0;1;1;1;0,25;0;1;1;1;0;0,26655609;0,488448845;1;0;0,033359067;0,480219882;1;0;0;0;0;0;N;0;406,4878961;0,554748249
0,023255814;0;0,575206028;0;0,621830149;1;0,25;0,5;0;0;0;1;0;0,140822849;0,535596417;0;0,666666667;0,344212023;0,484581297;0;0,666666667;0;0;0;0;N;0;1625,951584;2,218992995
0;0;0;0;1;1;1;0,5;0;0;1;0;0;0,328694526;0,487977369;1;0;0,089137852;0,511542135;1;0;0;0;0;0;N;0;1016,21974;1,386870622
0,209302326;0,052083333;0,615944674;0,645924194;0,658902535;0,781181562;0,689189189;0,25;0;0;0;0;0,159502169;0,211659048;0,486091466;0,513513514;0,189189189;0,465892143;0,410501996;0;0,324324324;0;0,2;0;0,6;N;0;12579,74351;17,16801595
0;0,010416667;0;0,807765019;1;0,952030681;0,8875;0,75;0;0;1;1;0,407180213;0,263319714;0,487505893;0,8;0,05;0,308450916;0,420540965;0,125;0,1;0;0;0;0;N;0;3418,177042;4,664905761
0;0,083333333;0;0,722941033;1;0,756279966;0,785714286;0,5;0;0;0;1;0,164849206;0,019822808;0,485619991;0,571428571;0;0,341963368;0,548537676;0,142857143;0,228571429;0,125;0;0,5;0,5;N;0;658,2055257;0,898276102
0,255813953;0,166666667;0,819059625;0,831483307;0,174910226;0,302700338;0,559090909;0,5;0;0;1;1;0,219893697;0,127675068;0,486091466;0,296969697;0,363636364;0,340595477;0,449072574;0,084848485;0,375757576;0;0;0;0;F;1;48338,82925;65,96969094
0;0;0;0;1;1;1;0,75;0;0;1;1;0;0,333063635;0,484205563;1;0;0,503338891;0;0;0;0;0;0;0;N;0;2032,43948;2,773741244
0;0;0;0;1;1;1;0,75;0;0;1;1;0;0,1245196;0,488920321;1;0;0,23999664;0,451193632;0,473684211;0;0;0;0;0;N;0;105026,3101;143,3330788
0;0;0;0;1;1;0,666666667;0,75;0;0;0;1;0;0,025203285;0,488448845;0,333333333;0;0,356204857;0,442114069;0,111111111;0,666666667;0;0;0;0;N;0;46746,10805;63,79604861
0,011627907;0;0,628423244;0;0,98189016;1;0,875;0,5;0;0;1;1;0;0,272745661;0,481848185;0,5;0;0,271421592;0,336212637;0,25;0;0;0;0;0;N;0;2235,683428;3,051115368
0;0;0;0;1;1;0,875;0,5;1;0;0;1;0;0,217808164;0,505421971;0,5;0;0,435890893;0,320889125;0;0;0;0;0;0;N;0;2438,927376;3,328489493
0;0,041666667;0;0,677642428;1;0,507151299;0,777777778;0,5;0;0;0;1;0,150984854;0,175816174;0,481376709;0,444444444;0;0,312205945;0,59494916;0,222222222;0,333333333;0;0,25;0,25;0,75;N;0;1233,121681;1,682884288
0,011627907;0,052083333;0,802416862;0,771986668;0,820893466;0,978911277;0,615384615;0,5;0;1;1;1;0,210554643;0,323799506;0,480905233;0,307692308;0,076923077;0,33433544;0,495685519;0,153846154;0,538461538;0;0;0,2;0,4;N;0;19264,39632;26,29079543
0;0;0;0;1;1;0,555555556;0,5;0;1;1;1;0;0,19098669;0,482319661;0,111111111;0;0,363503718;0,50045156;0,111111111;0,777777778;0;0;0;0;N;0;40648,78961;55,47482488
0;0,072916667;0;0,802450987;1;0,977103094;0,638157895;0,25;0;1;1;1;0,147650034;0,146607872;0,482319661;0,368421053;0,184210526;0,334050166;0,451146294;0,157894737;0,184210526;0;0,142857143;0,285714286;0,285714286;N;0;1763,954225;2,407330026
0,23255814;0,1875;0,789654225;0,784519502;0;0,768275298;0,550847458;0,75;0;0;1;0;0,083190861;0,134511914;0,479490806;0,355932203;0,237288136;0,368802876;0,500737266;0,093220339;0,533898305;0;0;0,222222222;0,222222222;N;0;130509,829;178,1113283
0,093023256;0;0,553444828;0;0,437692331;1;0,291666667;0,5;0;0;1;1;0;0,133055544;0,479019331;0,166666667;0,666666667;0,366348104;0,589410916;0;0,666666667;0;0;0;0;N;0;2241,882369;3,059575279
0,104651163;0,0625;0,7002556;0,696648923;0,64726943;0,512966697;0,567307692;0,75;0;0;1;1;0,076632458;0,129293256;0,489391796;0,346153846;0,076923077;0,289615797;0,493903197;0,346153846;0,423076923;0;0;0,5;0,833333333;N;0;11017,20404;15,03556369
0,069767442;0,010416667;0,607569858;0,667612696;0,429265325;0,2485397;0,911764706;0,5;0;0;0;1;0,092515259;0,127877341;0,504479019;0,823529412;0;0,566221119;0,6555786;0,147058824;0,117647059;0;0;0;0;N;0;8305,645234;11,33500454
0;0;0;0;1;1;0,708333333;0,5;0;0;1;1;0;0,171447065;0,487505893;0,5;0,166666667;0,351652204;0,472132389;0,25;0,166666667;0;0;0;0;N;0;25405,4935;34,67176555
0,069767442;0,03125;0,639012444;0,627952975;0,873059567;0,174910226;0,525;0,5;0;0;0;1;0,080007297;0,268376552;0,481376709;0,4;0,2;0,395976893;0,419836197;0;0,5;0;0;0;0;N;0;4623,657547;6,310067168
0,023255814;0,03125;0,796297439;0,796697929;0,960074542;0,901125295;0,462962963;0,25;0;0;1;0;0,17179218;0,204255836;0,479490806;0,296296296;0,407407407;0,303971643;0,468240106;0,296296296;0,518518519;0;0;0;0;N;0;18187,28469;24,82082352
0;0,010416667;0;0,726748918;1;0,978310308;0,95;0,5;0;0;1;1;0,174378996;0,16169748;0,478547855;0,8;0;0,445713706;0,398470379;0;0;0;0;0;1;N;0;9559,741691;13,04651384
0,127906977;0,041666667;0,668150887;0,717485156;0,669914905;0,680369442;0,294117647;0,5;0;0;0;0;0;0,143695133;0,480905233;0;0;0,404422736;0,507355886;0;0,823529412;0;0;0;0;F;1;2732,228718;3,728768092
0;0;0;0;1;1;0,517857143;0,25;1;1;0;1;0;0,892430924;0,478076379;0,071428571;0;0,379662658;0,510734175;0,071428571;0,714285714;0;0;0;0;N;0;208325,0467;284,3084775
0,034883721;0;0,591914852;0;0,778029852;1;0,9;0,5;0;1;0;0;0;0,239208706;0,480905233;0,8;0;0,690565853;0,606767577;0;0;0;0;0;0;F;1;1647,353172;2,24820049
0,255813953;0,010416667;0,713238223;0,81517323;0,69981279;0,86066987;0,680722892;1;0;0;0;1;0,105862152;0,205226749;0,480905233;0,21686747;0,072289157;0,347566908;0,504026889;0,084337349;0,301204819;0;0;1;1;N;0;119486,1008;163,0668609
0,023255814;0;0,628423244;0;0,381039513;1;0,291666667;0,5;0;0;0;1;0;0,352603261;0,494106554;0;0,333333333;0,384517274;0,465228881;0;0,833333333;0;0;0;0;F;1;2023,679666;2,761786419
0;0,052083333;0;0,65814298;1;0,958755477;0,625;0,5;1;0;0;1;0,167514632;0,207087665;0,478076379;0,416666667;0,111111111;0,341274359;0,52350552;0,055555556;0,305555556;0;0;0,4;0,4;N;0;684,1597779;0,933696778
0,162790698;0;0,675157012;0;0,64726943;1;0,65625;0,5;0;1;1;1;0;0,252963308;0,517680339;0,4375;0,0625;0,314917382;0,473608002;0,25;0,416666667;0;0;0;0;N;0;62433,34991;85,20497624
0;0;0;0;1;1;1;0,5;1;0;1;0;0;0,206602209;0,504007544;1;0;0;0,484102779;1;0;0;0;0;0;N;0;406,4878961;0,554748249
0,011627907;0,083333333;0,892300586;0,779636379;0,63809312;0,105451258;0,395833333;0,25;0;1;1;1;0,228766685;0,17011206;0,480905233;0,125;0,208333333;0,370854018;0,485874308;0,125;0,729166667;0,125;0,125;0,125;0,125;N;0;88968,2497;121,4180821
0,093023256;0;0,628423244;0;0,461087109;1;0,538461538;1;0;0;1;1;0;0,319228124;0,475719;0,461538462;0,384615385;0,440596372;0,496396175;0,153846154;0,538461538;0;0;0;0;N;0;7623,497571;10,40405377
0,279069767;0,239583333;0,741443887;0,744223606;0,63809312;0,501167315;0,527777778;0,75;0;1;0;0;0,096682817;0,485901533;0,475719;0,333333333;0,160493827;0,40116541;0,543161618;0,12345679;0,518518519;0;0,043478261;0,434782609;0,608695652;N;0;14144,98613;19,3041573
0;0,0625;0;0,811409066;1;0,947189484;0,637931034;0,5;1;0;0;1;0,103682602;0,195153526;0,476190476;0,275862069;0;0,345799103;0,504555388;0,034482759;0,275862069;0;0;0;0,333333333;N;0;35940,25739;49,04892628
0,325581395;0,03125;0,59445042;0,672671986;0,302700338;0,702119328;0,732876712;0,75;0;0;1;1;0,081408135;0,119786399;0,475719;0,657534247;0,191780822;0,377080097;0,488081838;0,164383562;0,315068493;0;0;0,333333333;0,333333333;N;0;11736,07789;16,01663596
0;0,208333333;0;0,813198768;1;0,968448947;0,666666667;0,5;0;1;1;1;0,080924975;0,653545855;0,475247525;0,333333333;0;0,325238948;0,502075139;0,166666667;0,5;0;0;0,2;0,4;N;0;2811,676777;3,837193637
0,023255814;0,083333333;0,786668093;0,601221518;0,572353766;0,641197434;0,96875;0,5;0;1;0;1;0,030081278;0,561470933;0,477604903;0,9375;0,03125;0,457404334;0,558314695;0,234375;0,03125;0;0;0,125;0;N;0;37978,2251;51,8302121
0,244186047;0,208333333;0,607311465;0,630278917;0,745412563;0,105451258;0,78525641;1;0;0;0;1;0,104247661;0,210728589;0,475719;0,692307692;0,064102564;0,387929927;0,47956502;0,243589744;0,358974359;0;0,05;0,1;0,45;N;0;3139,570238;4,284681312
0;0;0;0;1;1;1;0,25;1;0;0;1;0;0,178607549;0,475247525;1;0;0,616956607;0,102677788;0;0,666666667;0;0;0;0;N;0;812,9961165;1,109524235
0;0;0;0;1;1;0,6875;0,75;0;0;1;1;0;0,216068611;0,571428571;0,291666667;0;0,33390884;0,485221191;0,25;0,375;0;0;0;0;N;0;33535,25143;45,76673053
0;0;0;0;1;1;0,875;0,5;0;0;1;1;0;0,109996359;0,479490806;0,75;0;0,18199881;0,482893162;0,5;0;0;0;0;0;N;0;8129,757921;11,09496498
0,255813953;0,010416667;0,725977409;0,820087556;0,059387069;0,69981279;0,375;0,5;0;1;1;1;0,176961727;0,384360209;0,520980669;0,25;0,446428571;0,427613729;0,46465462;0;0,660714286;0;0;0;0;N;0;103567,9535;141,3428085
0,034883721;0,020833333;0,872344598;0,66715843;0,766603767;0,621830149;0,633928571;0,5;0;0;0;1;0,004723323;0,299648044;0,47241867;0,214285714;0;0,397924997;0,534258098;0,071428571;0,464285714;0;0;0,5;0;N;0;198200,4901;270,491141
0;0;0;0;1;1;1;0,5;0;1;1;1;0;0,334520005;0,713814239;1;0;0,508806193;0,442419239;0,25;0,5;0;0;0;0;N;0;406,5082205;0,554775986
0;0;0;0;1;1;0,533333333;0,75;0;0;0;1;0;0,234718233;0,703913248;0,2;0,133333333;0,352251982;0,49837943;0,066666667;0,6;0;0;0;0;N;0;12194,63688;16,64244746
0;0,125;0;0,777804484;1;0,667216396;0,542682927;0,5;0;1;1;0;0,006896353;0,519357579;0,47241867;0,402439024;0,304878049;0,352899254;0,520811906;0,146341463;0,451219512;0;0;0;0;N;0;841430,7375;1148,329957
0;0;0;0;1;1;0,5;0,5;1;1;0;1;0;0,194829888;0,471947195;0;0;0,407755717;0,546356696;0;0;0;0;0;0;N;0;130555,9857;178,1743199
0;0,020833333;0;0,673614778;1;0,850863821;1;0,5;0;1;1;1;0,304763791;0,295198026;0,471004243;1;0;0,274994331;0,665047577;0,222222222;0;1;1;1;1;N;0;537,1331059;0,733044336
0;0,09375;0;0,849352061;1;0,174910226;0,971428571;1;0;0;0;0;0,105439165;0,585096484;0,475719;0,942857143;0;0,262649574;0,511936576;0,485714286;0,057142857;0;0;0,666666667;0,222222222;F;1;42972,0915;58,64551623
0,011627907;0;0,615463164;0;0,059387069;1;0,5;0,5;0;1;0;1;0;0,287390267;0,471004243;0,5;0,5;0,196032482;0,456089408;0,5;0,5;0;0;0;0;N;0;2032,43948;2,773741244
0,023255814;0;0,651972621;0;0,779611722;1;1;0,5;1;1;0;1;0;0,458635058;0,471475719;1;0;0,511682869;0,660857637;0,3125;0,125;0;0;0;0;F;1;2947,545356;4,022618239
0,011627907;0,020833333;0,762158333;0,63245184;0,779611722;0,950659028;1;0,5;0;1;1;1;0,41173901;0,341640034;0,508722301;1;0;0,333324072;0,663760192;0,888888889;0;1;0;1;0;F;1;9961,392381;13,59466058
0;0;0;0;1;1;0,9875;0,5;0;0;0;0;0;0,329260892;0,485148515;0,95;0;0,367783998;0,613031546;0,225;0;0;0;0;0;N;0;2853,687301;3,894526868
0;0;0;0;1;1;0,541666667;0,5;0;1;1;1;0;0,365144221;0,517208864;0,333333333;0,25;0,401202488;0,54088829;0,083333333;0,458333333;0;0;0;0;N;0;274094,9509;374,0669661
0;0,020833333;0;0,7861133;1;0,865922901;0,75;0,75;0;1;0;0;0,284033907;0,225130466;0,46911834;0,5;0;0,360175477;0,500886957;0,1875;0,4375;0,5;0,5;1;1;N;0;3768,549284;5,143071015
0,034883721;0;0,708939548;0;0,64726943;1;0,826086957;0,5;0;0;0;1;0;0,18479712;0,468646865;0,652173913;0,043478261;0,442115191;0,579990129;0;0,173913043;0;0;0;0;F;1;12130,04596;16,55429797
0;0;0;0;1;1;0,653846154;0,25;0;1;0;1;0;0,406974392;0,468646865;0,307692308;0;0,289732474;0,490639569;0,307692308;0,538461538;0;0;0;0;N;0;878,8065069;1,199337976
0;0;0;0;1;1;0,611111111;0,5;0;1;0;1;0;0,571827339;0,468646865;0,222222222;0;0,338187462;0,501545298;0,111111111;0,666666667;0;0;0;0;N;0;5081,098701;6,93435311
0,023255814;0;0,721899861;0;0,963981907;1;0,777777778;0,5;0;1;1;0;0;0,369311056;0,471475719;0,555555556;0;0,348965419;0,569558979;0,111111111;0,333333333;0;0;0;0;N;0;71135,38181;97,08094354
0,011627907;0,072916667;0,040258588;0,747935868;0,907159256;0,944371243;0,652777778;0,5;0;0;1;1;0,163115924;0,12528824;0,468175389;0,5;0;0,317896082;0,453869674;0,222222222;0,388888889;0;0;0,428571429;0;N;0;1594,753638;2,176416067
0,081395349;0,135416667;0,752425509;0,698792283;0;0,358078874;0,833333333;0,5;0;0;0;1;0,008469772;0,095270844;0,46911834;0,621212121;0;0,324799513;0,476382888;0,363636364;0,045454545;0;0;0,307692308;0,461538462;N;0;212308,3842;289,7446775
0;0;0;0;1;1;0,8;0,75;0;0;1;0;0;0,155103362;0,467703913;0,8;0,2;0,140519822;0,461652073;0,8;0,2;0;0;0;0;N;0;406,4878961;0,554748249
0,058139535;0;0,615466068;0;0,64726943;1;0,740384615;0,5;1;0;0;0;0;0,146446054;0,468175389;0,576923077;0,038461538;0,334291929;0,520907328;0,192307692;0,384615385;0;0;0;0;N;0;27832,6937;37,98425056
0;0,020833333;0;0,84067047;1;0,588877221;0,947368421;0,5;0;0;0;1;0,310810692;0,16728023;0,467703913;0,789473684;0;0,300973513;0,537911315;0,210526316;0;0;0,5;0;0,5;N;0;9874,505593;13,47608315
0,058139535;0,145833333;0,706568584;0,646496489;0,768275298;0,719698709;0,714285714;0,25;0;0;1;1;0,09183751;0,145434686;0,46581801;0,457142857;0;0,353525533;0,548532489;0,057142857;0,114285714;0;0;0,428571429;0,428571429;N;0;8566,203975;11,69059817
0;0;0;0;1;1;0,65;0,5;0;1;0;1;0;0,562360937;0,46581801;0,32;0;0,373540678;0,533263177;0,08;0,44;0;0;0;0;N;0;20324,3948;27,73741244
0,011627907;0,041666667;0,598754824;0,612015059;0,964626005;0,790357872;0,931818182;0,5;0;1;0;0;0,175218549;0,34641369;0,46581801;0,727272727;0;0,160995818;0,349414542;0,545454545;0;0;0;0;0;N;0;519,3695848;0,708801837
0,081395349;0,010416667;0,835156393;0,846279443;0,745412563;0,960730927;0,642241379;0,75;0;0;0;1;0,03648603;0,142683766;0,46581801;0,465517241;0,086206897;0,323420028;0,447645704;0,172413793;0,448275862;0;0;0;0;N;0;686964,5037;937,524485
0,058139535;0;0,749197991;0;0,76491859;1;0,636363636;0,75;0;0;0;1;0;0,211052227;0,46581801;0,454545455;0,090909091;0,331700894;0,542672762;0,181818182;0,272727273;0;0;0;0;N;0;81704,06711;111,504398
0,058139535;0;0,280432639;0;0,64726943;1;0,495535714;0,25;0;1;0;1;0;0,577976455;0,468646865;0,214285714;0;0,288460942;0,498657091;0,196428571;0,678571429;0;0;0;0;N;0;436472,7603;595,6696417
0,023255814;0;0,749197991;0;0,888501005;1;0,679054054;0,75;0;0;1;1;0;0,155426999;0,465346535;0,621621622;0,189189189;0,308456087;0,485113166;0,351351351;0,364864865;0;0;0;0;N;0;332079,2908;453,2002227
0;0,020833333;0;0,60417174;1;0,549645953;0,684782609;0,5;1;0;0;0;0,149807212;0,093733565;0,499292786;0,260869565;0;0,416692487;0,561458381;0,173913043;0,347826087;0;0;0;1;N;0;1028,190809;1,403207958
0,093023256;0,041666667;0,64021001;0,730940719;0,488652393;0,453579628;0,428571429;1;0;0;1;1;0,130274053;0,284598892;0,475247525;0,428571429;0,571428571;0,343950411;0,44716628;0,19047619;0,571428571;0;0;0,25;0;N;0;10924,76869;14,90941393
0,058139535;0,010416667;0,717058268;0,814564502;0,64726943;0,704400379;0,4625;0,5;0;0;0;1;0,172531954;0,641935353;0,465346535;0,3;0,2;0,319033636;0,492650155;0,3;0,6;0;0;0;0;N;0;44252,28448;60,39264037
0,011627907;0;0,895894362;0;0,990577262;1;0,583333333;0,5;0;0;0;0;0;0,197499899;0,469589816;0;0;0,41102405;0,457487651;0;0;0;0;0;0;N;0;223568,3428;305,1115368
0;0,010416667;0;0,800589479;1;0,888501005;0,615740741;0,5;0;1;0;1;0,025252946;0,77681136;0,565299387;0,407407407;0,166666667;0,347408059;0,502106828;0,185185185;0,351851852;0;0;0;0;N;0;356083,397;485,9594659
0;0;0;0;1;1;1;0,5;0;0;1;1;0;0,175573446;0,471004243;1;0;0,390927677;0,5525186;0,4;0,133333333;0;0;0;0;N;0;1590,627786;2,170785372
0;0;0;0;1;1;0,333333333;0,25;0;1;0;1;0;0,261296978;0,523809524;0,333333333;0,666666667;0,53424704;0,444789924;0;0,666666667;0;0;0;0;N;0;508,1098701;0,693435311
0,104651163;0;0,534950344;0;0,411303306;1;0,4375;0,5;0;0;0;0;0;0,184513937;0,464875059;0,392857143;0,428571429;0,468211915;0,632277368;0,071428571;0,607142857;0;0;0;0;N;0;22134,60735;30,20787282
0;0;0;0;1;1;0,666666667;0,75;0;0;1;0;0;0,172458433;0,472890146;0,333333333;0;0,326420941;0,527064704;0,111111111;0,666666667;0;0;0;0;N;0;20324,3948;27,73741244
